Tweet	Cleaned_Text	Sentiment
Body Lufra/ scrub dg bhn dasar lidah buaya utk mlembabkn kulit &amp; lbh bcahaya info: 087812026394 #BMI'	['body lufra scrub bahan dasar lidah buaya melembabkan kulit amp cahaya info 087812026394 body mass index']	neutral
USER Tak punya cacat di masa lalu krn blum bermasa lalu'	['cacat masa']	negative
USER USER jangan2 penganut bumi datar juga? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.'	['anut bumi datar xf0 x9f x98 x9d teori bumi bulat orang asing notabene musuh']	negative
Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan #2019GantiPresiden, PKS MERADANG; ; Bukti pemerintah panik dan takut?; ;,1,0,0,1,0,0,0,0,1,0,1,0;;;;;;;;;;;;	['becak warga binjai sita tenda be uliskan 2019 ganti presiden partai adil sejahtera radang bukti perintah panik takut 1 0 0 1 0 0 0 0 1 0 1 0']	negative
lebih baik jokowi mundur..	['jokowi mundur']	neutral
Munas Alim Ulama PPP di semarang. menghasilkan lima rekomendasi syarat dan kriteria-kriteria bagi Calon Wakil Presiden yang akan mendampingi Bpk Jokowi di 2019 mendatang. #Romahurmuziy	['musyawarah nasional alim ulama ppp semarang hasil rekomendasi syarat kriteria kriteria calon wakil presiden damping jokowi 2019 romahurmuziy']	neutral
USER Luar biasa pencerahan nya.. Saya merasa gagal sebagai anak ekonomi.. Wkwk	['cerah nya gagal anak ekonomi wkwk']	positive
Oleh rezim skrg atas kendali Negara Cina Komunis yg mjd patron tunggal rezim anti islam ( Jokowi )	['rezim kendali negara cina komunis patron tunggal rezim anti islam jokowi']	negative
USER USER itu tanda nya mau pilkada n pilpres	['tanda nya pilih kepala daerah pilih presiden']	neutral
Misi4: Membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya Jawa Barat yang luhur #No3JabarAsyik #Asyikm3nang	['misi 4 bangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur nomor jawa barat asyik asyik menang']	positive
Ketabahan pasangan En Taufiq dan Puan Nurliyana yang wajar dicontohi.. jom kita beri sumbangan untuk meringankan beban pasangan ini... come on twitter do your things! ; ; BSN - 0510541000096745 ; Bank Islam - 05058020145124 ; (Nurliyana bte Abdul Raziff) ;	['tabah pasang taufik puan nurliyana wajar contoh jom sumbang ringan beban pasang come on twitter do your pikir badan standar nasional 0510541000096745 bank islam 05058020145124 nurliyana bosan abdul razif']	negative
USER USER celeng kgn gw y'	['celeng kangen gue iya']	negative
#TerangiNegeri dengan budaya , yuk pada visit ke purwokerto ,mumpung Ada even rakyat.; .; #purwokerto; #extravaganzabanyumas,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['rang negeri budaya yuk unjung purwoke o mumpung even rakyat purwoke o ekstra vaganza banyumas 0 0 0 0 0 0 0 0 0 0 0 0']	neutral
USER Aamiin ya Allah :(((\nTimnya Kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. Aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw'	['amin ya allah tim kan latih ular rawa rawa dapat sungai gede musuh buaya wkwk']	neutral
USER USER MAJU KAMU NGATAIN MAMA AKU BOLOT'	['maju maki mama bolot']	negative
USER USER USER Segitu gentarnya dia takut terhadap Kafir...\xf0\x9f\x98\x81'	['gentar takut kafir xf0 x9f x98 x81']	negative
RT USER USER betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi	['saracen akun kritis anggap saracen aneh jokowi']	negative
USER siapa bego lu bukan tmn gua najis dah kesel sendiri gue'	['bego teman gue najis kesal gue']	negative
USER USER Kafir kristen selalu buat ulah	['kafir kristen ulah']	negative
USER Anjir serem maennya begituan \xf0\x9f\x98\x82\xf0\x9f\x91\x8c'	['anjir seram main begitu xf0 x9f x98 x82 xf0 x9f x91 x8c']	negative
USER Kayaknya bisa? Atau cuma bank tertentu? Bilang aja mau jual uang asing/tukar ke rupiah'	['kayak bank te entu bilang jual uang asing tukar rupiah']	neutral
USER USER USER USER Onta yaman ni\n\nsetahun lagi gua deportasi loe'	['onta yaman nih tahun gue depo asi']	negative
Hati-Hati Berita Pilkada yang Berbau Hoax #madiun #madiuntoday #100thmadiun #KotaKarismatikMadiun #tolakcukaiilegal; Kunjungi juga	['hati hati berita pilih kepala daerah bau hoaks madiun madiun today 100thmadiun kotak karismatik madiun tolak cukai ilegal kunjung']	neutral
USER anak cocot ya ini USER'	['anak cocot ya']	negative
USER \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88udah ketauan HOAX ya Fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di SS taunya berit udah	['xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88udah tahu hoaks ya fahri ambil berita tuyg baru tong sampah ambil screenshoot tau berita']	negative
Mantaaap DM dekat sama Banser bang USER	['mantap direct message baris serba bang']	negative
USER USER Pantas indonesia mundur dalam segala bentuk	['indonesia mundur bentuk']	neutral
USER USER USER USER Naahh yg dongo yg bilang hekell hahaha'	['dongok bilang hacker haha']	negative
USER USER USER USER Hahahaha blunder lu cebong... Yg gak ngasih tuh pem. pusat dengan Alasan HAM... kalau rakyat aceh ya mau kali pun.. Cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh... Klau DPR a	['haha blunder cebong protein energy malnutrition pusat alas ham rakyat aceh ya kali coba datang perintah bilang suruh hukum islam kaffah aceh dewan wakil rakyat a']	negative
BANGSAD GUA DAH NYELEM AMPE BAWAH2 BALIK LGI KE ATAS!1!'	['bangsat gue selam 1']	negative
Saya tak bisa dipancing-pancing dgn urusan penistaan atau bukan. Saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci.	['pancing pancing urus nista bicara paham fiksi kitab suci']	negative
USER USER USER USER Cebong kacung itu kt temen gw dungunya sampe ke tulang sum2..jd jgn buang2 energi debat sm mereka..\xf0\x9f\x98\x82'	['cebong kacung teman gue dungu tulang sumsum buang buang energi debat xf0 x9f x98 x82']	negative
USER PARTAI KORUPSI SAPI......goblog...'	['ai korupsi sapi goblok']	negative
USER USER Matane aku moh aku kafir wkwkwk'	['mata kafir wkwk']	negative
USER Jadi inget fesbuk anjir lupa aku'	['facebook anjir lupa']	neutral
"USER kalo aing sih bakal bilang ""hilih kntl""',0,1,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['sih bilang alah kontol 0 1 0 0 0 0 0 0 0 0 0 0']	negative
Lahir dan berkembangnya gerakan komunis di Indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama ISDV'	['lahir kembang gera komunis indonesia pisah organisasi nama indische sociaal democratische vereeniging']	neutral
Shaheizy Sam wajah baharu Calpis	['shaheizy wajah baharu calpis']	negative
"""Ya, terserah lo aja."" Balasnya kembali fokus kepada kerjaan kita.; ; Kami mengerjakan tugas project Seni Budaya hanya dalam 2 hari, setelahnya langsung dikumpul dan dipresentasikan. Bersyukur nilainya memuaskan.; ; Setelah kejadian project itu kami makin,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['ya serah balas fokus kerja tugas proyek seni budaya 2 telah langsung kumpul presentasi syukur nilai muas jadi proyek 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Ga bakalan bro	['bro']	negative
KELAKUAN bodoh USER masuk KATEGORI perbuatan TIDAK MENYENANGKAN\n\nKelakuan sontoloyo USER sangat MENGANGGU persatuan BANGSA\n\nKelakuan NAIF USER secara TIDAK LANGSUNG sbg bentuk INTIMIDASI thd ULAMA\n\nKelakuan USER	['laku bodoh masuk kategori buat senang laku sontoloyo menganggu satu bangsa laku naif langsung bentuk intimidasi ulama laku']	positive
Monyet Turun ke Pemukiman Warga Cibadak Sukabumi - URL	['monyet turun mukim warga cibadak sukabumi uniform resource locator']	negative
mau giveaway taplak meja tapi nanti yang menang cuma therichchenle'	['giveaway taplak meja menang the rich chenle']	neutral
RT USER: Sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah URL dan Prabowo berusaha cuci tangan	['buka busuk kubu anies sandi menang berkah uniform resource locator prabowo usaha cuci tangan']	negative
USER USER WKWKWKWK BODO BANG'	['wkwk bodoh bang']	negative
KLHK Upayakan Pemerataan Ekonomi Melalui TORA di Kawasan Hutan dan Perhutanan Sosial - Tribun Medan	['menteri lingkung hidup hutan upaya perata ekonomi tora kawasan hutan hutan sosial tribun medan']	neutral
USER USER Orang2 bego kebanyakan minum &amp; makan kotoran onta ...otak nya somplak'	['orang orang bego banyak minum amp makan kotor onta otak nya somplak']	negative
Apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi URL	['kuak strategi kampanye tim menang anies sandi uniform resource locator']	neutral
"""Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018"",0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut be emu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Lembaga2 anti-korupsi masa lalu bubar krn sentuh kekuasaan. Giliran KPK kenapa PDIP partai politik penguasa yg plg ngotot ingin bubarkan KPK?	['lembaga lembaga anti korupsi bubar sentuh kuasa gilir komisi berantas korupsi partai demokrasi indonesia juang ai politik kuasa pulang otot bubar komisi berantas korupsi']	negative
USER USER USER Justru mas klo mnyudutkan salah satu agama trtentu malah bahaya,itulah pak rocky ini cerdik. Dia bisa nyusun kalimat yg tepat &amp;pantas dgunakan,Inti dari ini dia mau kasih tau pngertian fiksi sbenarnya,ayolah mas nya i,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['mas sudut salah agama t entu bahaya rocky cerdik susun kalimat amp inti kasih tau pnge ian fiksi ayo mas nya i 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Para Pendukung Capres gagal Move On salalu sibuk Urus Aseng bawa kabur uang Rp 35 T. Tapi ngak sadar kenapa Aseng bisa kabur bawa uang sebanyak itu tanpa didukung Pribumi ASU. Mustahil Aseng bisa. Pribumi hanya diam kalau disogok. Mental kacung emang. URL	['dukung calon presiden gagal pindah on sibuk urus asing bawa kabur uang rupiah 35 t sadar asing kabur bawa uang dukung pribumi anjing mustahil asing pribumi diam sogok mental kacung uniform resource locator']	negative
RT USER: USER USER Lo rabun apa budek?\nGue nulis gak ngomong!!\n\xf0\x9f\x98\x81\xf0\x9f\x98\x80'	['rabun budek gue tulis bicara xf0 x9f x98 x81 xf0 x9f x98 x80']	neutral
Bismillah nahan sepo yang terkutuk'	['bismillah tahan sepo kutuk']	positive
ARTINYA APA ? Pribumi sadari & lihat siapa mereka ? KECUALI KALIAN sama-sama CINA KOMUNIS / MISIONARIS abaikan tweet ini usir cina Indonesia	['a inya pribumi sadar lihat kecuali cina komunis misionaris abai twit usir cina indonesia']	negative
Presiden yang anda tuduh Rezim anti Islam sudah banyak berbuat untuk Negeri ini sudah bnyak berbuat untuk umat... URL	['presiden tuduh rezim anti islam buat negeri buat umat uniform resource locator']	negative
USER USER Manusia bangsad -.-'	['manusia bangsat']	negative
RT USER Tpi ingat ya. Jangan sampe Cina mengenalkan wisata Haram jga ke indonesia hahaha	['ya cina kenal wisata haram indonesia haha']	negative
RT USER Nanya di mana Prabowo dan PKS saja Bib kan asoy tuh dianggap antek Prabowo dan antek PKS. Hidupmu pasti lebih dramatis	['prabowo partai adil sejahtera bib asyik anggap antek prabowo antek partai adil sejahtera hidup dramatis']	positive
Persahabatan Salah-Lovren ini jadi bukti bahwa beda suku, agama, ras, bukanlah halangan dlm membina hubungan dgn sesama umat manusia.; ; Perbedaan justru menjadi warna tersendiri dlm menjalin pertemanan. Terima kasih, Lovren-Salah! â?¥ï¸? #Favourites #BFF #Bro,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['sahabat salah lovren bukti beda suku agama ras halang bina hubung umat manusia beda warna sendiri jalin pe emanan terima kasih lovren salah favorit best friend forever bro 0 0 0 0 0 0 0 0 0 0 0 0']	negative
"Hello warga Jakarta, Wakil Kepala DPMPTSP Provinsi DKI Jakarta, Bapak Denny Wahyu Haryanto mewakili Wakil Gubernur Provinsi DKI Jakarta membuka acara ""2018 Junior Chamber International (JCI) Indonesia National Event"" #setiamelayanijakarta,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['halo warga jaka a wakil kepala dinas tanam modal layan padu pintu provinsi daerah khusus ibukota jaka a denny wahyu haryanto wakil wakil gubernur provinsi daerah khusus ibukota jaka a buka acara 2018 junior chamber international jci indonesia nasional event setiamelayanijaka a 0 0 0 0 0 0 0 0 0 0 0 0']	neutral
Pandangan TGB terhadap Agama dan Politik	['pandang tuan guru bajang agama politik']	negative
RT USER: Provider brengsek'	['sedia berengsek']	positive
Susilo Bambang Yudhoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat . No 1 Bisa ! #BaGusS	['susilo bambang yudhoyono presiden ri 6 khofifah emil masyarakat no 1 bagus']	neutral
USER USER USER Yang dungu itu orang yang mau ganti presiden!!! Tp g tau siapa!!! Mikiiiir!!!!'	['dungu orang ganti presiden tau mikiiiir']	negative
RT USER: Bokep cewek bispak bandung ngentot Croot Di Dalam \xf0\x9f\x98\x80\n\nDownload Full : URL URL	['bokep cewek bispak bandung ngentot crot xf0 x9f x98 x80 unduh full uniform resource locator uniform resource locator']	negative
USER kampret complain rag ditanggepi fuck'	['kampret complain raga tanggap fuck']	negative
Kamu kok kaya jablay GTA maunya dijemput pake mobil'	['kayak jablay grand theft auto mau jemput pakai mobil']	negative
Lihat memek tante'	['lihat memek tante']	positive
Sementara itu USER kerjanya musuhi dakwah Islam & bubarkan HTI..! Rakyat jg berhak lengserkan jokowok tukang pencitraan!!	['kerja musuh dakwah islam bubar hati rakyat hak lengser jokowi kodok tukang citra']	negative
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER dia doyan nete un jadi maklumin'	['suka nete uji nasional maklum']	neutral
USER nek ndelok match terkhir celsi sih kudune menang mudah emyu... Tapi yo embuh sih celsi kacrut ki raiso diprediksi \xf0\x9f\x98\x82'	['nek lihat match chelsea sih menang mudah manchester united iya embuh sih chelsea kacrut ki prediksi xf0 x9f x98 x82']	positive
USER Yakali Pak TNI suruh urusin sampah plastik... \xf0\x9f\x98\x91'	['ya kali tentara nasional indonesia suruh urus sampah plastik xf0 x9f x98 x91']	negative
"Permadi Arya melaporkan Rocky Gerung ke polisi? Serius tuh? ; ; ""Kitab suci itu fiksi,"" kata Rocky.; ; Pernyataan itu salah? Anda merasa terhina? Wait. Bukankah biasa penganut agama A menganggap kitab suci...,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['madi arya lapor rocky gerung polisi serius kitab suci fiksi rocky nyata salah hina tunggu anut agama a anggap kitab suci 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER bajingan tengik memang'	['bajing tengik']	negative
Kok bs pake buruh Cina? Kan rakyat sendiri bnyak pngangguran.Dasar rejim kodok!	['pakai buruh cina rakyat anggur dasar rejim kodok']	negative
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER @	['']	negative
rp haneul pada cute padahal rlnya perek.yang on retweet'	['rupiah haneul cute pacar perek on retweet']	neutral
USER Di suriah sekolah radikal dan rakit bom..plg ke indonesia jadi tempat pkl...ya di amankan'	['suriah sekolah radikal rakit bom pulang indonesia ya aman']	negative
USER Ih banci selotipan \xf0\x9f\x98\x82'	['ih banci selotipan xf0 x9f x98 x82']	negative
RT USER USER USER USER USER USER USER Haha kalah ni yee org jahat pasti kalah	['haha kalah nih iya orang jahat kalah']	negative
"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 RT USER: ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsuâ?¦,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['gubernur zaman now gus ipul puti 2 ganjar yasin 1 djarot sihar 2 hasan anton 2 koster ace 1 nurdin sudirman 3 karolin gidot 2 keanekaragaman budaya suku agama sungguh kaya djarot hadap pese a rakercabsu 0 0 0 0 0 0 0 0 0 0 0 0']	neutral
RT USER: USER Yg cinta orba pasti meng idola kan prabowo &amp; hary tanoe :D	['cinta orde meng idola prabowo amp hary tanoe']	positive
"Nantang buka Dadalah, eh nyebut Setanlah emang sudah pada habis Kamus ngelawan ""Kenegarawanan Pak Joko Widodo Presiden RI ke 7, pada makin Stresssssss nie hati2 kena Stoke atau Serangan Jantung nanti Rakyat Indonesia kehilangan Badut2 Politik"" MERDEKA.,1,1,0,1,0,0,1,0,0,0,1,0;;;;;;;;;;;;"	['tantang buka dada eh sebut setan habis kamus lawan kenegarawanan joko widodo presiden ri 7 stresssssss nih hati hati kena strok serang jantung rakyat indonesia hilang badut badut politik merdeka 1 1 0 1 0 0 1 0 0 0 1 0']	negative
"USER USER USER USER ""BELAH"" duren yaaaa.\nGak dungu,ya gak cebong.\xf0\x9f\x98\x80\xf0\x9f\x98\x86\nMaaf ya.',1,1,1,0,0,0,0,0,1,1,0,0;;;;;;;;;;;;"	['belah duren ya dungu ya cebong xf0 x9f x98 x80 xf0 x9f x98 x86 maaf ya 1 1 1 0 0 0 0 0 1 1 0 0']	negative
Bubarkan HTI &amp; FPI. URL	['bubar hati amp front bela islam uniform resource locator']	negative
Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.	['ahok verbal keras lampias lari lelaki lunak']	negative
USER Sekedar share juga temen2 kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom.. Aku hanya menghela nafas.. \xf0\x9f\x98\xaf'	['bagi teman teman kantor langgan cadar langsung bilang awas bom hela nafas xf0 x9f x98 xaf']	neutral
RT USER: Pantat mn nh pngen nusuk dan ditusuk\n\xf0\x9f\x91\x89Open BO WA 08157686707\n #gaybrondong #massageboy #gayjakarta #gayjogja #gaytangger\xe2\x80\xa6'	['pantat nih tusuk tusuk xf0 x9f x91 x89open bo wa 08157686707 gay berondong massage boy gayjaka a gay yogyakarta gay tangger xe2 x80 xa6']	negative
USER kayak orang nyosor mau minta nete ):'	['kayak orang nyosor nete']	negative
USER Ngewe bae'	['ngewe']	negative
USER Jebur bloon bukan cebur'	['jebur cebur']	negative
pak USER perlu melanjutkan rencana USER untuk menyeret USER ke pengadilan HAM PBB ! URL	['lanjut rencana seret adil ham pbb uniform resource locator']	neutral
Kisah hidup Muhammad yang lebih lengkap dapat didownload di sini	['kisah hidup muhammad lengkap unduh']	negative
USER USER USER USER USER USER we ada pipis onta tercecer di mari pantes bau pesing'	['we pipis onta cecer mari bau pesing']	negative
"USER USER Kalo kejadian disini, mungkin juga kalian yg triak paling lantang ""pmrth pro aseng"" duluan pas ditawari bantuan asing. Bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth. Bilang 15 hari kelamaan, harusnya 3,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['jadi teriak lantang pm h pro asing pas tawar bantu asing bikin posko inti kompor keluarga korban pm h bilang 15 3 0 0 0 0 0 0 0 0 0 0 0 0']	negative
RT USER: USER USER USER USER USER USER kaya monyet'	['kayak monyet']	negative
Survei di Metro TV Jokowi menang dari Presiden Baru; Etapi cara ngitungnya gimana ya 45% bisa ngalahin 46%; Jangan2 salah judul maksudnya Jokowi Masih Menangis; ; Sumber : Zie Bajrie	['survei metro televisi jokowi menang presiden hitung ya 45 kalah 46 salah judul maksud jokowi menang sumber zie bajrie']	negative
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER	['']	negative
Serunya Pesta Budaya Erau di Kutai Kartanegara!	['seru pesta budaya derau kuta kakak anegara']	negative
RT USER: ad yang mau contactnya? Retweet sekarang ya.....\nBanyak banget kenalan tante jilboob sange..\nIni Namanya Tante dea... O\xe2\x80\xa6'	['kontak retweet ya banget kenal tante jilboobs sange nini nama tante dea o xe2 x80 xa6']	positive
Duduki Istana Negara !! Sekalian Lengserkan Jokowi Salam2Tahun USER	['duduk istana negara lengser jokowi salam']	negative
RT USER Wah hebatnya pak USER.... Yg lg sibuk pencitraan... USER.. USER.. USER ..USER.... BACA NIH	['hebat sibuk citra baca nih']	negative
RT USER baby kafir budha teroris myanmar	['baby kafir buddha teroris myanmar']	negative
Indonesia Blom Merdeka Indonesia Masih Dijajah Oleh Orang Cina !!! TakbirAllauakbar URL	['indonesia merdeka indonesia jajah orang cina takbir allahu akbar uniform resource locator']	negative
"memang benar kata pengamat politik Hantayudha ...kalau paslon no.2 ini tidak ada "" khanZ"" nya di Jateng .; ; #JatengGayeng ; #2019TetapJokowi,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['amat politik hanta yudha pasang calon no 2 nya jawa jawa gayeng 2019 jokowi 0 0 0 0 0 0 0 0 0 0 0 0']	negative
RT USER USER jongos penista agama ahok sok sok ngong SARA.majikan nya penebar SARA astagfirllah. Tobat	['jongos nista agama ahok sok sok ngong sara majikan nya tebar sara astagfirullah tobat']	negative
USER USER USER USER Boleh saya follow bli juga? Saya katolik dan ikut akun prof USER utk menambah wawasan berbangsa...terima kasih'	['follow beli katolik akun prof tambah wawas bangsa terima kasih']	neutral
USER Kapan tuh si BEJAT CABUL USER balik ? Pengecut si Onta itu ye...'	['sih bejat cabul kecut sih onta iya']	negative
RT USER: USER USER adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr.\nKampungan lu.'	['adi gaya kayak beruk supir tembak metromini masuk dewan wakil rakyat kampung']	negative
"USER USER.. Km terlalu mainstream mengaartikan ""pintar"". Pintar itu relatif tergantung mo dibawa kemana pengertiannya. Spt anda pintar meng-undeeestimate-kan org. Gw pinter komen ajah. Rejim now pinter mangkrakin janji2 doang. So...making,1,0,1,0,0,0,0,0,1,1,0,0;;;;;;;;;;;;"	['km mainstream mengaa ikan pintar pintar relatif gantung bawa mana penge iannya surat pemberitahuan tahun pintar meng undeeestimate orang gue pintar komen rejim now pintar mangkrakan janji janji doang sok making 1 0 1 0 0 0 0 0 1 1 0 0']	negative
USER Kan emang gw dongo'	['gue dongok']	negative
USER USER ih masak di samain smaa sampah \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3'	['ih masak sama sampah xf0 x9f x98 xa3 xf0 x9f x98 xa3 xf0 x9f x98 xa3']	negative
USER USER USER USER Gw terpukaukaukau #2019GantiPresiden	['gue pukau 2019 ganti presiden']	negative
"Aspirasi Ibu Lina dari Sumedang kepada Calon Gubernur Jabar: ""Berantas Pelakor yang sdh meresahkan kehidupan warga desa"". :),0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['aspirasi lina sumedang calon gubernur jabar berantas rebut laki orang resah hidup warga desa 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER Tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti Dap tapi kita bimbang fahaman yang dibawa oleh mereka....'	['takut cina i dap bimbang paham bawa']	negative
"""Cermin pun pecah saat dirinya berkaca""; ;,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['cermin pecah kaca 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Awwww comel nya asing kan ikut warna'	['awwww comel nya asing warna']	positive
USER KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K	['kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk k']	negative
USER USER Ahhh itu kan perasaanmu saja utk menghibur diri.. mana ada cebong tdk bahagia.. presiden cebong punya... tol cebong punya... lha elo? Punya cuma germo \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'	['ah asa hibur cebong bahagia presiden cebong tol cebong germo xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82']	negative
Agama: Kristen\nGolongan Darah: B\nAsal : San Fernando Valley'	['agama kristen golong darah b nasal san fernando valley']	negative
Budha bunuh muslim di myanmar	['buddha bunuh muslim myanmar']	negative
USER jahudi bangke minta sama jerman sana tempat ibadah'	['yahudi bangkai jerman ibadah']	negative
PapaMintaKetuaFraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr	['papa ketua fraksi rakyat nya setya novanto dewan wakil rakyat pecat ketua dewan wakil rakyat pecat dewan wakil rakyat']	negative
USER USER USER USER Cina'	['cina']	negative
USER Hoax...; Kodok...; Biawak....; meroket...; sekop...; Bangsat...; Karbitan...; Munafik...; ; #2019GantiPresiden; #2019PresidenBaru; ; #2019TenggelamkanJokowiKesungaiSiak	['hoaks kodok biawak roket sekop bangsat karbitan munafik 2019 ganti presiden 2019 presiden 2019 tenggelam jokowi sungai siak']	negative
Itu yg pada ribut komunis blabla mungkin emoh baca. Yg baca pun kalo punya niat agitasi nyerang pemerintah pake ini cari simpatisan	['ribut komunis bla bla emoh baca baca niat agitasi serang perintah pakai cari simpatisan']	negative
10.Presiden Jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan-pembangunan lainnya.â?¦â?¦â?¦	['10 presiden jokowi harap skema kerja bangun bangun']	negative
pemilu langsung biar bwt milih presiden n dpr sj; capres pun biar tdk kyk kucing dlm karung, ; mgkn bisa bikin mekanisme baru yg lebih ok,; misal capres ditentukan dari gubernur yg berprestasi, jd yg boleh maju jd capres hanya yg sdh jd gubernur,,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['pilih langsung biar pilih presiden dewan wakil rakyat calon presiden biar kayak kucing karung bikin mekanisme oke calon presiden tentu gubernur prestasi maju calon presiden gubernur 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER Namanya jg agama munafik...'	['nama agama munafik']	negative
43. Contoh lain: meski banyak tudingan dugaan korupsi tapi SBY tdk pernah dorong kejaksaan usut. Apalagi himbau KPK usut dugaan korupsi Jokowi	['43 contoh tuding duga korupsi susilo bambang yudhoyono dorong jaksa usut himbau komisi berantas korupsi usut duga korupsi jokowi']	negative
Saya mencium bau bau pecun URL	['cium bau bau pecun uniform resource locator']	negative
Pemburu Nazi Simon Wiesenthal memegang foto-foto yang menggambarkan mantan kepala Gestapo Walter Rauff dan sebuah van kamar gas bergerak yang dibuatnya untuk mengeksekusi orang-orang Yahudi.'	['buru nazi simon wiesenthal pegang foto foto gambar mantan kepala gestapo laki laki rauf van kamar gas gerak eksekusi orang orang yahudi']	negative
USER Bubarin nkri harga mati	['bubar negara satu republik indonesia harga mati']	negative
