text	label
bukan rom china , awal abad 5 digit .	negative
saya mencoba menu mi yamin di batagor kingsley , rasanya enak tetapi harga nya relatif mahal untuk ukuran mi yamin . saya pun membeli oleh-oleh batagor kingsley , harga nya tergolong mahal , 1 porsi isi 3 buah = rp 40.500 , - dengan ukuran yang relatif kecil . batagor di depan kartika sari dago bisa dijadikan alternatif makan batagor di bandung :	negative
jokowi adalah satu-satunya presiden yang tidak dihormati dan tidak disegani oleh partai pendukung nya sendiri .	negative
anjinglah , jokowi capruk , prabowo sama nya expressionlessface buang buang duit rakyat doang bgst	negative
jaringan indosat rusak jadi ingin marah	negative
marah banget gue dengan indosat	negative
saya katakan sekali kepada pemerintah . pki itu ada ! anggota nya semua itu lagi sembunyi di partai-partai tersebar di indonesia . kalian buta !?	negative
si babu jamban makin biadab . demi membela pki laknatullah , dia dengan tega nya memfitnah menteri pertahanan ri .	negative
tidak mempesona	negative
salah satu kebiasaan orang syriah dalam karya-karya mereka adalah berbohong dan berbohong apalagi bohong dan dusta untuk menfitnah para ulama dan memecah belah umat islam adalah sifat dajjal ! ini seperti sudah menjadi tabiat yang melekat . bagi mereka membohongi umat islam dianggap amalan	negative
handphone xiaomi masih baru tapi keyboard suka hilang , jelek !	negative
mccf singkatan dari mulia cirebon orang cina makanan . kantin ini menyediakan chinese food yang disimplifikasi . fitur utama nya rasa yang lumayan dan porsi besar , cocok untuk pangsa pasar mahasiswa yang menjadi target market nya . saya pribadi kurang suka .	negative
kamu kompas mengabarkan berita yang tidak berbobot banget sih . anjing lu .	negative
adit kamu belum bisa berbuat apa-apa buat bangsa ini kuliah saja belum lulus belum bisa bantu orang tua bacot lu seperti tahi kayak warna almamater nya najis bin setan mahasiswa moral nya kayak pasukan nasi bungkus .	negative
baru di era presiden jokowi wakil rakyat yang nota bene wakil ketua dpr selalu menyerang presiden , pemerintah tidak bikin adem negri tapi malah bikin panas . bubarkan saja dpr rakyat tidak perlu wakil yang brengsek .	negative
hindu anjing , hindu setan , hindu babi , hindu tidak punya hati , di hindu sekarang , agar aku bawa tank aku hancurkan kepala patung kalian yang kau anggap tuhan , biar tuhan kau tidak bisa apa-apa apalagi membalas kau .	negative
6 hari yang melelahkan tidak berbuah manis	negative
kopi kapal api makin ke sini rasanya makin kurang hamud	negative
kata nya original dan baru , tapi pas dipakai , tidak bisa penuh , dinas semalaman pun indikator tidak hujan , malah orang kedap kedip .	negative
jangan suka menyakiti , kalau memang tidak mau disakitin cewek lalu galau	negative
saya makan di paskal hypersquare . saya order sate kambing campur . to be honest , rasanya disaster . plus harga nya rp 55,000 / porsi cukup berlebihan harga . kecewa berat dan tidak akan repeat .	negative
kebijakan dari orang gembel ya hasil nya juga gembel .	negative
kafe ini sering dijadikan tempat acara nonton bareng bola . saya beberapa kali pernah ke sini karena selalu menemani pasangan saya yang ikut nobar . menurut saya tempat ini biasa saja , baik dari segi dekorasi , pelayanan dan makanan / minuman . pelayan di sini tidak terlalu ramah dan menebar senyuman kepada tamu yang datang , mereka juga tidak mempersilahkan tamu untuk duduk .	negative
tidak bagus	negative
kami makan dan memesan makanan ringan di sini karena sebelumnya kami sudah makan di sapu lidi dan makan camilan di pasar apung . jadi kami ke sini untuk menikmati live musik , tapi sayang tidak ada live music mungkin dikarenakan hari kerja dan resto sangat sepi sekali sehingga para pelayan dan pelayan suara nya sangat besar sekali mengalahkan suara musik yang ada . bad experience ! kami memesan fried potatoes . lanjutan	negative
chitato bungkus nya saja gede , tapi isi nya angin doang	negative
tolong saya lapar . tapi tidak mau gofood karena ongkir nya lebih mahal dari makanan nya .	negative
datang terus hujan , lalu makan iga bakar rasa iga kuah asem manis . minta lilin karena banyak lalat dikasih lilin pakai tissue yang api nya jadi besar sekali . kenapa tidak pakai api petromak saja di bandung banyak kalau alasan nya angin . ketan habis . jadi deh cuaca dingin dengan pemandangan bagus ini tidak terlalu menyenangkan . lain kali tingkatkan pelayanan ya .	negative
setuju dengan fahrihamzah bahwa dahnilanzar sangat tidak berkualitas	negative
saya benci dengan sikap pemerintah yang tidak pernah memikirkan rakyat .	negative
bakar hidup-hidup saja bang sandy . kalau hukum di indonesia tidak bisa dipercaya .	negative
kayak nya ah dari gestur nya kayak kembaran pak sby , tidak akan jauh bedalah watak busuk nya smilingfacewithsmilingeyes	negative
berapa banyak harapan swasembada terwujud , tapi kalian cederai harapan kami dengan kinerja yang buruk !	negative
makanan di kafe itu rasanya gaenak tapi mahal banget	negative
tolong minimal ! sampaikan dengan yang berwenang ! toilet dan tempat wudhu . masjid kampus umi kotor sekali ! sangat tidak pantas ! kecewa	negative
tizi s merupakan salah satu restoran langganan keluarga saya . tapi sudah lama saya sendiri tidak pernah makan di sini . dulu sekali , ketika saya masih sering makan di sini , hidangan favorit saya adalah shashlik . karena itu , ketika kemarin saya berkunjung ke sini , saya pun memesan orderan yang sama . sayang ketika pesanan saya datang , rasanya tidak sesuai seperti ingatan saya . daging nya sangat melihat .	negative
berharap mendapatkan rasa sesuai standar umum nya baso ceker di bandung , ternyata masih jauh dari yang diharapkan . masih kalah dengan baso ceker tempat lain	negative
makanan di sini cukup enak , tapi harga nya cukup tinggi menurut saya . kami mengambil pondokan di area seperti persawahan , saat makanan datang cukup banyak lalat . sempat kesal sesaat karena permintaan lilin agak lambat direspons . runner yang membawa makanan , tidak saking order mungkin masih baru .	negative
kalau pendeta yang bicara seperti itu , 100 % saya bilang pendeta sesat , guoblok bin tolol ! dia tidak memahami inti kitab suci nya .	negative
wanita itu murahan sekali gampang gonta ganti pacar	negative
tempat bagus nyaman pelayanan nya ramah untuk kamar mandi jauh dari layak , untuk cuci tangan tidak disediakan sabun .	negative
gara gara teman nya anies kaum sumbu pendek dan hti , fpi , dan fui meracuni umat . sialan lu anies pidato lu itu pesan kebencian berbahaya ?	negative
fpi belum bubar ya . jika terus-terus buat rusa basmi majalah di nkri daripada pusing . kita ada penegak hukum	negative
pelajaran matematika anak sd sekarang sulit sulit	negative
mampus kau dibuat cemburu	negative
makan di warteg mahal	negative
cie . cie . mana nih , jokowers yang rajin membual kuda prabowo : v kena batu nya kan , kalian sekarang !	negative
ini dia konglomerat di belakang nya ! catat kalian itu	negative
hai , pribumi-pribumi sampah . jongos-jongos orang cina . terkutuklah kalian menjadi jongos orang cina . orang-orang cina di negara ini makin kurang ajar dan sontoloyo . ini gara-gara gus dur . siang malam saya berdoa agar gus dur lengser dan berhasil .	negative
macet bikin sakit perut	negative
rusak	negative
hotel kelas atas di hongkong mengecewakan ya , hahahaha wow .	negative
seriously , saya sangat kecewa dengan kota tua . jadi banyak tenda-tenda jadi sama sekali tidak berasa tua . sangat mengecewakan . plus kotor .	negative
saya topup gopay pelanggan via mandiri banking 50 ribu , sampai sekarang pulsa nya belum masuk . bagaimana , sih ?!	negative
dasar gubernur tidak bermutu , pecat saja dari gubernur .	negative
gagal bikin nasi kelembekan hari ini . malah lagi kelaperan plus melarat	negative
pelayanan pusat servis dan penjualan di itc bsd payah total note 9 saya tidak bisa melakukan foto live fokus handphone tidak bisa dilakukan backup dulu sebelum di reset by server	negative
bosan banget sama pelayanan di hotel aston . mungkin lagi apes saja kali , ya , karena gue dapat pelayan yang menyebalkan . bikin kesal seharian .	negative
lokasi restoran ini cukup bagus , jauh dari keramaian dan di atas bukit . grup kami ada lebih dari 200 orang tapi ruangan utama tidak dapat menampung kami di satu tempat sehingga terpencar , akibat nya acara jadi kurang kekeluargaan . pergi ke sana siang hari lebih baik supaya bisa menikmati pemandangan . mengenai makanan nya , bagi saya hanya bajigur yang enak . yang lain tidak enak .	negative
ini asli nya bahan nya jelek sekali aku menyesal beli	negative
untuk khas dari resto ini menurut saya tidak ada , porsi nya kecil dan rasanya biasa saja . jangan datang saat jam makan , ramai nya bisa seperti pasar . terakhir kami datang berempat pesan kakap asam manis , fu yung hai , tahu tempe dan sayuran . tidak ada yang istimewa	negative
makanan nya enak tapi tidak rekomendasi . rariweuh tidak puguh . sudah menunggu lama yang dipesan tidak ada .	negative
bandung suki restoran ini sudah tak enak lagi . beda sejak pertama buka , tamu berjubel harus tunggu , kebagian meja , sekarang kosong melompong , makananan rasanya sudah tak enak lagi , saya tidak terpaksa tidak ke sini .	negative
saya bosan selalu menjadi orang yang selalu sala	negative
alfamart adalah penjahat baru dalam dunia perdagangan	negative
orang pribumi itu pendek berkulit hitam .	negative
pertama kali saya makan di resto ini , begitu masuk ke resto , hanya ada sepasang suami - istri sedang menikmati makan malam . tempat nya begitu luas namun kosong pada hari minggu pada jam makan malam . ini bukan pertanda baik bagi sebuah resto . makanan nya juga kurang enak , ikan nya tidak segar karena sudah hambar . sangat tidak terkesan dan tidak akan menyarankan resto ini kepada siapapun .	negative
bosan , jenuh , capek dengan kesederhanaan yang menipu .	negative
sejarah cerita iblis menjadi ular untuk membuat adam dan hawa terusir dari surga , itulah dewa nya mereka hindu .	negative
daripada menyesal 2 kali . balik arah saja dari jokowi neng . kasihan kamu yang muda karir mu mandek setelah prabowo nanti menang .	negative
setelah menunggu diproses sekitar 2 minggu , ujung-ujung nya saya disuruh ke bank mandiri karena waktu itu saya pakai kartu debit , ribet .	negative
hidup itu kadang begitu njelimet . dapat sms menang undian telkomsel tapi yang mengirim nomer nya xl .	negative
saya tidak menyangka pelayan batik air akan sangat seburuk ini !	negative
kalau sudah lihat perbedaan nya jauh gitu , jadi surpay surpey itu fungsi nya apa ya ? yang paling logic setelah melihat ini adalah antara menipu dan lembaga survey bodong dan bodoh ,	negative
bakso nya biasa saja . kuah nya berbau daging tidak sedap . harga nya tapi murah . tempat nya selalu penuh dikunjungi oleh tamu-tamu .	negative
aku cemburu meskipun kamu bilang dia cuma teman	negative
hidup yahudi , hidup benjamin netanyahu . jangan kendur meski didemo oleh onta sekampung	negative
murahan	negative
jangan kecolongan seperti mei 98 . jaga bandara dan garis pantai , karena para cina keparat akan kabur lewat pintu itu .	negative
akses menuju ke sana saat liburan macet banget , dan masuk ke sana harus bayar . suasana nya sih bagus tapi kalau fasilitas yang ada diperbanyak mungkin lebih bagus lagi . oiya cari parkir juga susah , untuk makanan juga biasa-biasa saja . cukup sekali saja datang ke sini . tidak mau lagi .	negative
wow iya kok hitam mental mahal amat ya kenapa dah mending gua beli mie . tekel lu mah rokok djarum ketengan saja	negative
paket sahur nya bohongan apa bagaimana sih , pulsa sudah terpotong , sudah dapat notif sms , tapi paket nya tidak ada --	negative
jelek	negative
macet di mana kalau lagi liburan	negative
tidak murah	negative
baru kali ini gue kesal sama karakter cowo nya yang pengecut dan pikiran nya sempit	negative
bca tolong ya kalau mau gaji pegawai jangan potong duit rekening nasabah , gaji sendiri !	negative
anak sekarang baru gede sudah berani mencuri	negative
ya suka akulah yang komentar masbulo islam bodoh masa sembayang nya punggung-punggung seperti di video porno .	negative
nyesel deh tidak melihat	negative
saat mengunjungi rumah makan ini karena diajak rekan bisnis saya . saat saya menikmati mie ini terasa memiliki citarasa yang nikmat sekali . sayang saat itu , mi saya terlalu asin . sehingga mi yang seharusnya sangat nikmat tidak bisa saya rasakan . untuk suasana tempat tergolong biasa-biasa saja . untuk harga tergolong sangat mahal . 2 mangkok mie harga nya rp . 95.000 .	negative
bagus , tapi jne nya lama	negative
sayang nya , handphone xiaomi apa pun tidak bisa kalau cuma beli 16 gb karena software bawaan nya itu gede banget	negative
urus karir dipecat lalu kabur , urus karyawan tidak becus , urus istri juga , apalagi urus anak jadi lgbt .	negative
bagaimana indonesia mau bangkit , kalau pemuda nya saja jam segini susah bangkit dari kasur	negative
penasaran dengan review-review bagus di restoran ini , saya dan beberapa teman coba mampir ke restoran ini dan pesan beberapa menu , di antara nya sop buntut dan steak sapi . jujur saja , untuk rasa kuah sop buntut nya kurang enak , agak hambar dan daging sapi nya alot banget , sedikit susah buat diiris . mungkin karena daging lokal , jadi kualitas nya memang kurang layak .	negative
kak kok paket saya belum sampek nomor resi 030360019614718 padahal saya pakai jne yes lo dan itu 1 kota tapi sampek sekarang belum sampek juga	negative
maklumin saja kang , ahy sudah kebelet nyapres maka dari itu bapak nya selaku ketum demokrat buat aturan yang dituangkan dalam bentuk pakta integritas yang isi nya mewajibkan bagi siapapun calon kepala daerah yang ingin didukung demokrat untuk mendukung capres / cawapres yang diusung demokrat .	negative
kapan ya indonesia bisa jadi lebih baik ? bingung gue . mungkin memang masyarakat nya sih yang kebanyakan negatif . presiden yang kerja nya bagus tidak suka , yang kerja nya cuma korupsi juga tetap dibenci . kan aneh .	negative
hati lu busuk . dengki . iri . dasar kampret	negative
berharap mendapatkan kuliner jawa barat yang enak . ini bukanlah tempat nya . ! secara konsep , tempat ini sangat bagus , walaupun akses nya agak ribet sedikit . dari tampilan dan aktivitas setiap gerai sudah tampak bahwa ini bukanlah gerai kuliner yang sedap . ! jika kita terbiasa menikmati kuliner , insting kita pasti tahu bahwa di tempat ini hanya tersedia kuliner hore-hore alakadar nya dengan mengandalkan msg sebagai penyedap . !	negative
ini sebenarnya tantangan untuk komikus indonesia . hajar balik cuy . tidak usah pada bawa perasaan gitulah . hanya komik saja kok .	negative
jutek banget deh karyawan indosat yang di graha indosat	negative
cukup sekali ku pilih jokowi di 2014 ternyata pencitraan , baru sekarang aku menyesal .	negative
gue sih sedih . sebagai sarjana politik , ini membuktikan bahwa politik kotor itu masih kuat dan bisa menang	negative
ini yang terkenal di bandung . kalau belum pernah bisa dicoba . rasanya jadi jadi saja . bisa memesan batagor campur batagor siomay . ada juga mie kocok , roti , ronde , dll. untuk rasa tidak ada yang spesial sih .	negative
tidak positif	negative
fadli maling disoraki hulu , tapi kalau ahok pembasmi maling disoraki meriah seperti pahlawan .	negative
biadab itu , yang mencuri uang rakyat tidak dipukuli , sementara anak kecil yang mencuri karena kelaparan malah dipersekusi dipukuli	negative
adeh . di mana letak muka nya itu orang . tidak bisa kerja ya jangan sok mau jadi gubernur .	negative
orang padang banyak duit . mereka pintar cari duit . tetapi mahal nya tiket ke sana sungguh menyebalkan .	negative
sedih lihat sbahagian kempen yang menyerang pribadi membongkar aib lawan . hentiknlah politik kotor ini .	negative
otak nya sempit . pemikirin nya hanya dilihat dari fisik saja .	negative
sudah tidak heran lagi , rezim bedebah ini didukung oleh facebook dan twitter . tinggal kita tumbangkan saja . 2019 presiden baru .	negative
para politisi busuk memberi alasan dan pembenaran , sebaiknya mereka di lenyapkan dari ibu pertiwi indonesia	negative
tidak / enggak / tidak suka	negative
dasar gemblung tak tahu malu !	negative
yang melarang gbk dijadikan venue konser pada songong-songong amat dah . rumput lo siapa yang mau pelihara kalau tidak ada duit konser . belum lagi kursi yang suka dirusak supporter bola . aduh .	negative
gaduh . sudah jadi pasukan pengaman presiden masih jadi beking pedagang kaki lima	negative
buni yani gila , main fitnah ahok .	negative
lokasi dekat dengan jendela alam , dan kami memutuskan untuk makan setelah dari jendela alam , saat kami datang terlihat dari luar , kondisi restoran sangat gelap dan sepi , tetapi untuk bisa memesan tempat lesehan di dekat sawah perlu daftar tunggu . jadi kami memutuskan makan di dekat danau yang terletak lebih ke dalam , dan ada parit-parit kecil yang benar-benar tidak terawat , air yang . lanjutan	negative
jika kita pilih dia maka akan ada lebih dari 300 kampung itu akan digusur .	negative
ya , saya sudah hubungan via halo bca . namun terputus terus dan potong pulsa saya banyak kalau telepon berulang-ulang !	negative
terindah , terindah , gerrrrobak prabowo mendingan pindah haha gih prabowo caw saja salah	negative
citarasa biasa saja , tidak ada yang spesial . harus menunggu cukup lama datang nya makanan , pelayan juga kurang ramah .	negative
om bikin cebong cabul macam jadi tobat	negative
pertama mencoba makan bersama keluarga di eastern - bandung yang saya dapatkan adalah rasa kecewa dan marah . ketika memasuki restoran , saya sempat merasa nyaman dengan suasana dan tata letak meja dan kursi yang cukup lapang .	negative
memang fakta nya kami punya banyak tanah di sini , mau apa lo setan ?! maka dari itu kerja biar bisa banyak duit kayak kami-kami , jangan cuma bisa nya menghujat saja , dasar pribumi tolol	negative
sebenarnya itu adalah sebuah sindiran dari say atau sebaliknya semua partai sama saja .	negative
top itu baru mahasiswa ui . peduli kebenaran untuk rakyat indonesia . rektor dan dosen ui nya payah genk nya pemerintah	negative
ini mah cuma pencitraan dari pak prabowo saja . mana mungkin dia bisa membangun indonesia agar lebih maju . janji palsu semua .	negative
mau nya setelah dimundurin dengan menuduh pihak lain bu risma mau terima jadi cawagub . eh ternyata ditolak dengan beliau ... ! haha	negative
kami sekeluarga berencana makan siang di sini . tapi tidak ada satupun staf yang menyambut kami . sampai kami kira restoran masih tutup . karena ada beberapa staf yang masih mengenakan baju bebas . sampai akhirnya memilih menu dan datanglah makanan yang asin . menu untuk anak-anak ikan gindara benar benar sangat asin . begitu juga dengan soup yang saya pesan . untuk steak daging nya sangat . lanjutan	negative
bank bca di pgc payah sekali pelayanan nya . jadi menyesal dah jadi nasabah nya kalau begini cara nya	negative
kecewa sama film benyamin biang kerok , garing banget . tidak apa - apalah , film nya dibuat jadi 2 bagian , tapi memang datar kali ini film . sangat tidak rekomendasi	negative
pemikiran sempit tapi sok benar kesal banget aku	negative
kenapa depok selalu macet bikin telat terus	negative
hal yang paling menyakitkan ketika aku beli indomie adalah ketika euwueh bumbuan di dalam nya culatuk eta pagawe indomie .	negative
masak yang mulia kholifah erdogan bahu nya ditepuk tepuk oleh jokowi yang antek china komunis pki antimo dan anti islam	negative
tuhan macam apa yang kalian sembah ini bagaimana tuhan kalian akan mengurus umat nya di dunia dan akhirat jika dia mati ? tuhan itu adalah zat yang hidup kekal di dunia dan akhirat untuk selamanya . kenapa tuhan kalian bisa mati ? coba pikirkan dengan akal sehat .	negative
jelas yang tidak suka pada prabowo bermental koruptor	negative
jalan . sukajadi kalau malam suka ada warga yang buang sampah di pinggir jalan itu pa ! colek sukajadi harus dimusnahkan orang-orang kayak gitu	negative
kocak . kocak . dasar tua bangka tidak tahu diri . ustad mikir nya kok nge sekali saja .	negative
seperti toast kotak di singapura . tetapi ya masih enak singapuralah ya . menu menu nya juga mirip . apa jiplak toast kotak ya . kalau iya , hm , hahaha tidak cocok sih menurut gue .	negative
shadaqta . di sanalah habib dan fpi mengambil peran . penanam padi banyak , pembasmi hama kurang , maka dari itu sering dimusuhi wereng coklat sampai predator omnivora tinggi risk tidak return tepat sekali tapi allahlah sebaik2 pemberi balasan barakallah fikus ustaz	negative
saya mengetahui restoran ini dari ulasan-ulasan yang saya lihat di internet dan akhirnya saya tertarik untuk mencoba karena diiring - imingi oleh rasa yang enak dan harga yang terjangkau . saya dan keluarga mencoba datang dan sebagian besar memesan menu sirloin ala suis dan tenderloin , dan ada satu yang memesan pork chop . secara keseluruhan baik kami kurang puas dengan steak yang disajikan , daging nya terlalu tipis . harga terlalu mahal juga untuk ukuran steak yang seperti itu .	negative
belum pernah saya pulang promo film kecewa , hari ini saya sangat kecewa	negative
cantik sih , tapi murahan	negative
oknum mk kok kelakuan setan . ada deal-deal tertentu dengan anggota dpr agar putusan mensahkan angket kpk yang berbau busuk . bubarkan dpr nya yang tidak guna	negative
menyesal kemarin malah upgrade laptop bukan nya beli ps4	negative
sayang sekali proses pemenuhan order makanan lama sekali . lebih mengecewakan lagi sudah 1 jam lebih tiba tiba datang disampaikan oleh pelayan tidak ada tenderloin dan sirloin . harus nya kalau tidak ada sejak awal sudah disampaikan supaya bisa ganti dengan yang lain . sungguh mengecewakan .	negative
kakak kenapa signal mu lambat	negative
jokowi bicara revolusi mental hanya sekadar propaganda .	negative
malas	negative
yang benar saja masa nomer whatsapp saya di blok ! mana penanggung jawab nya ? bilang nya mau ganti rugi tapi malah di blok !	negative
pertama mencoba ketika pertama buka dulu di jalan lodaya , bakso kampung dengan harga murah dengan tempat lumayan . rasanya sih biasa saja , tetapi beberapa hari lalu mencoba kembali setelah sekian lama . bakso kampung yang kini berada di jalan veteran berubah sudah rasa tidak enak , mahal lagi , dari kuah di hitung , sayur sedikit dihitung apa-apa di hitung terpisah jatuh nya mahal sekali .	negative
tadi saya ke gramed manyar say mau membelanjakan voucher yang saya dapat dari tukar poin telkomsel bbrapa hari yang lalu , tetapi kenapa pas sampek di kasir dibilang nya sudah tidak bisa , aduh . saya khawatir mereka salah paham dikira saya baru mau tukar poin	negative
gus dur selain buta mata nya juga buta hati nya .	negative
bu risma kerja nya cuma marah-marah , tidak jelas	negative
yang sekarang harus diwaspadai bahaya nyata hti dan pks alias pki syariah pengusung khilafah rongsokan budaya arab .	negative
itulah goblok nya pak say . sudah digebukin dan ditendangin sama prabowo yang sinting otak nya masih mau menyembah kayak tidak punya harga diri .	negative
harga motor indonesia terlalu mahal di bandingkan luar negeri , bahan baku jelek hanya bermain di disign	negative
sudah bosan dengan yang begitu begitu saja .	negative
hello , tolong pantau keadaan dan kebersiham kfc cawangan muar store id : 1010128 . lingkungan nya yang sangat kotor . saya sangat kecewa .	negative
awal nya saya penasaran dengan makanan seperti apakah cuanki itu ? ternyata semacam bakso pangsit / siomay diberi kuah . beli setengah porsi saja sudah cukup mengenyangkan . jika ke sini sebaiknya agak bagian sehingga tidak perlu terlalu antre . pilihlah tempat kosong di dekat pohon jika masih ada yang tersisa karena di dalam sangat panas . yang agak mengherankan adalah kenapa pesan tidak sekalian bayar ? jadi harus mengganti dua kali capek .	negative
tembak mati jokowi memakai mandat utama patriot kepahlawanan para pahlawan dan para pejuang bangsa dan nkri !	negative
apa yang kalian perbuat untuk orang-orang yang melanggar hukum ite ? tidak ada ! kalian membiarkan mereka bebas ! polisi sekarang tolol semua	negative
hari jam at , 31 oktober 2014 , saya memesan makanan penutup pancake blueberry di giggle box braga . mengecewakan , selai blueberry nya asam seperti sudah basi , dan pelayan nya pun acuh tak acuh , sulit dipanggil karena sibuk dengan pelayan lainnya padahal restoran tidak ramai pengunjung . tolong diperbaiki pelayanan nya ditinjau ulang makanan nya .	negative
rasa ramen nya biasa banget tetapi harga nya menyentuh rp 20 . 000 . masih banyak kedai ramen di bandung yang menyediakan ramen dengan rasa yang jauh lebih enak dengan harga yang sama .	negative
muka nya si zaadit kek anjing !	negative
banci lu enggak berani balas lagi dasar penakut mekelsung	negative
rasa sangat biasa saja dibanding gerai-gerai lain di bandung yang juga menawarkan mi . harga di sini juga tidak murah jika disesuaikan dengan rasa yang didapatkan .	negative
tolong di tindak manusia ini , kalau perlu di suspend saja sekalian , driver kacau !	negative
ingin gue bacok kepala jokowi itu kasih makan ke anjing bos saya . presiden bodoh .	negative
karyawan	negative
tolong carikan alamat orang ini . akan saya ajak duel secara jantan pakai samurai . dia telah menghina ibu ku yang paling aku cinta dan hormati .	negative
ke arab ? tidak ah panas , gersang , mending ke singapura atau ke paris . tidak levellah arab mah jadi opsi paling pantat	negative
kfc depan sutos town square pelayanan nya mengecewakan , wifi parah , meja kotor dibiarkan , tidak electricity charge .	negative
driver mengambil rute yang memutar sangat jauh , tidak sesuai dengan peta , kacau sekali	negative
tidak usah lagi kau balik ke indonesia . ceramah kau itu tidak dibutuhkan diindonesia . kerja nya cuma bisa panas - panaskan orang .	negative
buang saja perempuan seperti itu pak ahok , masih banyak perempuan baik yang mau mendampingi pak ahok .	negative
walaupun porsi nya besar , tapi secara rasa , biasa saja . harga memang sesuai dengan porsi sih . penyajian nya juga tidak rapi , ya begitu saja .	negative
ini balesan pesan langsung dari bni lama amat dah , sudah tahu lagi buru-buru	negative
jangan percaya . di Jakarta saja orang ini tidak bertanggung jawab cukup warga Jakarta yang menjadi korban	negative
hindu anjing , kristen babi , hindu setan , kristen iblis , hindu dan kristen tidak punya hati mereka pemakan babi .	negative
minimal kalau tidak mau tak asu asu ke tolong stabilitas sinyal 4 tidak untuk wilayah stadion maguwoharjo - candi sambisari kalasan diy	negative
tidak keren	negative
bagi yang paham konstelasi politik suksesi nasional di luar soal sipil atau militer adalah juga soal jawa dan di luar jawa bukan rasis tapi ini sudah menjadi patron kekinian presiden orang jawa , wapres nya dari luar jawa jadi soal jokowi - ahy atau jokowi - prabowo adalah nonsense	negative
kalau nanti timnas indonesia di curangi , kita bakar saja stadion nya !	negative
rasa makanan tidak ada yang istimewa , dan saya punya pengalaman buruk makan di sini . pertama makanan yang teman saya pesan ribu tidak datang-datang sampai satu jam lebih . setelah 2x bertanya kepada pelayan akhirnya datanglah masakan ke meja kami . dan ternyata yang sayang malah sirloin yang tidak kamu pesan .	negative
jangan pilih ah deh . bapak nya saja terkena masalah lalu . bisa saja anak nya nanti memimpin juga kena masalah yang sama . satu keluarga korupsi semua .	negative
saya bukan hti . dan saya sangat marah atas perbuatan kalian .	negative
kecewa banget sama pelayanan saya penjual aktif di marketplace ini . produk yang dijual jam tangan . buka toko belum sebulan tetapi 12 produk saya sudah dihapus . ini hubungan toko saya .	negative
di mana standar kfc sama sih menurut saya nothing spesial . buat pencinta makanan junkfood kfc jadi tempat pelampiasan untuk rasa sih standar saja di mana sama tidak ada yang bagaimana bagaimana getol .	negative
baru ini kecewa sama xiaomi store , masang tempered glass saja tidak bisa , 3x pasang ulang tempered glass nya supaya benar dan bersih , eh malah jadi garis dan timbul kalau diraba . harga mahal tapi pelayanan mengecewakan banget . shame on kamu	negative
jokowi itu , banyak gaya dan seribu gaya , perkata nya penuh dengan dusta dan pembohong publik , siapa yang suka dengan pemimpin penipu dan dusta , oleh karena itu kami umat islam mengharap kan pilih jokowi di tahun 2019 , demi bangsa aku indonesia tercinta dan pancasila aku , tersayang	negative
pertama x coba ke sini bareng keluarga , duduk tidak dikasih menu . lalu menu minta dan menu nya sudah hancur banget lepas2 begitu buku menu nya . keadaan meja dan kursi agak kotor dan tidak terawat . waktu lagi melihat menu , pelayan nya laki-laki bilang : agak cepat ya pesan nya . di atas ada yang pesan puluhan orang ! tidak sopan banget sangat bad sikap . akhirnya hanya pesan minuman dan kita langsung . lanjutan	negative
replying to swasta pada ngawur nih acara nya film belum pda selesai malah sudah ganti film baru . benci	negative
nasi campur mengandung babi . depot lama depan klenteng . rasa standar . tanpa saos . jangan berharap layanan bagus . harga 40 ribu .	negative
mengurusi karyawan sendiri saja tidak becus , kok tidak merasa malu mengaku memiliki solusi memperbaiki ekonomi nkri	negative
say rada-rada , nih , malah melindungkan demis biar rumah demis tidak perlu digeledah , say lagi cari muka biar dapat banyak dukungan , kali , ya .	negative
saya tahu mas kesal banget . mas fadlil memang salah tapi sampai bully personal lift nya di instagram dan facebook memang keterlaluan banget sih , bagaimana pun itu kan privasi dia . kecewa bikin konten kritis di tapi ternyata main persekusi begini .	negative
tidak tenang	negative
pelayanan yang buruk . !!!! semua serba lambat dan kacau . pelayan terlalu lama dan makanan nya tidak enak . !!! sudah begitu mahal banget . !!!	negative
kata nya detil aroma chamomile , tapi kok bau nya tidak enak begini sih	negative
bosan karena hilang nya kepercayaan karena sering dibohongin	negative
saya sangat kecewa dengan dap yang bermain taktik kotor , berbohong kepada rakyat konon nya supp beri wang kepada pengundi , malah mempersendakan saya , .	negative
banyak tingkah anjing . kesal saya melihat nya	negative
dengar dari mulut ke mulut tentang restoran ini , saking penasaran , saya coba untuk berkunjung . tapi sayang , kalau menurut saya , tidak seperti apa yang banyak diceritakan orang . rasanya biasa-biasanya saja , tidak sesuai saja dengan harga nya . seperti masakan yang baru belajar .	negative
sehabis dari tebing keraton , saya dan bersama peserta trip memutuskan untuk makan siang di boemi joglo . kami memesan nasi liwet dengan porsi untuk 8 orang , nasi liwet baru dihidangkan setelah menunggu 1 jam lebih . itu pun kami harus menunggu lagi sendok , garpu dan piring . terlihat sekali , crew restoran kewalahan saat pengunjung ramai .	negative
